416,416,416,416,416,416,416,416,416,416,480,351,351,351,480,416
416,418,416,416,416,416,418,416,416,416,351,351,351,351,482,416
419,416,416,416,416,419,419,419,416,416,351,351,351,351,351,416
419,419,419,416,419,418,419,416,416,416,351,351,351,351,351,416
419,419,419,419,419,419,419,419,416,416,352,351,351,351,352,416
416,419,419,419,419,419,416,416,416,416,480,351,351,351,416,416
416,416,419,419,416,416,416,416,480,480,481,351,351,351,416,416
416,419,419,419,416,416,416,480,484,482,351,351,351,352,416,416
416,419,419,416,416,419,419,351,351,351,351,353,352,416,416,416
416,419,419,419,419,419,419,351,351,351,351,351,480,416,416,416
416,416,419,419,419,419,416,352,351,351,351,351,482,480,480,480
419,419,419,419,419,418,416,416,352,352,352,351,351,481,351,351
419,419,418,419,419,419,419,416,416,416,480,351,351,351,351,351
419,419,419,416,419,419,419,416,416,416,484,351,351,351,351,351
416,419,416,416,416,419,416,418,416,416,351,351,351,351,351,353
416,416,416,416,416,416,416,416,416,416,352,351,351,351,351,351
