416,416,416,416,416,418,418,416,416,416,416,418,355,418,418,416
416,416,418,480,416,416,416,480,416,418,416,418,355,418,416,416
418,416,416,482,480,480,480,483,416,416,416,416,355,416,416,416
416,416,480,351,482,351,481,351,416,416,418,416,355,416,416,418
416,416,484,351,351,351,351,351,480,416,416,416,355,418,416,416
416,418,351,351,351,351,351,351,482,419,416,416,355,416,418,416
416,416,351,351,351,351,351,351,351,419,419,416,355,416,416,416
416,416,351,351,351,351,351,351,351,419,419,419,355,416,416,416
418,416,351,351,351,351,351,351,351,419,419,419,355,416,418,416
416,416,351,351,418,418,418,351,351,419,419,419,355,416,416,416
416,416,351,351,482,418,484,351,419,419,418,352,355,416,416,416
416,416,352,351,351,418,351,419,418,418,352,416,355,418,416,416
416,416,418,352,351,418,419,418,418,352,416,416,355,416,416,416
418,416,416,416,352,352,352,352,352,416,418,416,355,416,416,418
416,416,416,416,416,418,416,416,416,416,416,418,355,418,416,416
416,416,418,416,416,416,416,418,416,416,416,418,355,418,416,416
